"dim_customers_key";"customer_id";"first_name";"last_name";"email";"active";"create_date";"address";"district";"city";"country";"postal_code";"phone"
737;138;"HAZEL";"WARREN";"HAZEL.WARREN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1587 Sullana Lane";"Inner Mongolia";"Hohhot";"China";"85769";"468060467018"
738;139;"AMBER";"DIXON";"AMBER.DIXON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1029 Dzerzinsk Manor";"Ynlin";"Touliu";"Taiwan";"57519";"33173584456"
739;140;"EVA";"RAMOS";"EVA.RAMOS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1666 Beni-Mellal Place";"Tennessee";"Clarksville";"United States";"13377";"9099941466"
740;141;"DEBBIE";"REYES";"DEBBIE.REYES@sakilacustomer.org";1;"2006-02-14 22:04:36";"928 Jaffna Loop";"Hiroshima";"Fukuyama";"Japan";"93762";"581852137991"
741;142;"APRIL";"BURNS";"APRIL.BURNS@sakilacustomer.org";1;"2006-02-14 22:04:36";"483 Ljubertsy Parkway";"Scotland";"Dundee";"United Kingdom";"60562";"581174211853"
742;143;"LESLIE";"GORDON";"LESLIE.GORDON@sakilacustomer.org";1;"2006-02-14 22:04:36";"374 Bat Yam Boulevard";"Kilis";"Kilis";"Turkey";"97700";"923261616249"
743;144;"CLARA";"SHAW";"CLARA.SHAW@sakilacustomer.org";1;"2006-02-14 22:04:36";"1027 Songkhla Manor";"Minsk";"Molodetno";"Belarus";"30861";"563660187896"
744;145;"LUCILLE";"HOLMES";"LUCILLE.HOLMES@sakilacustomer.org";1;"2006-02-14 22:04:36";"999 Sanaa Loop";"Gauteng";"Soshanguve";"South Africa";"3439";"918032330119"
745;146;"JAMIE";"RICE";"JAMIE.RICE@sakilacustomer.org";1;"2006-02-14 22:04:36";"879 Newcastle Way";"Michigan";"Sterling Heights";"United States";"90732";"206841104594"
746;147;"JOANNE";"ROBERTSON";"JOANNE.ROBERTSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1337 Lincoln Parkway";"Saitama";"Urawa";"Japan";"99457";"597815221267"
747;148;"ELEANOR";"HUNT";"ELEANOR.HUNT@sakilacustomer.org";1;"2006-02-14 22:04:36";"1952 Pune Lane";"Saint-Denis";"Saint-Denis";"Runion";"92150";"354615066969"
748;149;"VALERIE";"BLACK";"VALERIE.BLACK@sakilacustomer.org";1;"2006-02-14 22:04:36";"782 Mosul Street";"Massachusetts";"Brockton";"United States";"25545";"885899703621"
749;150;"DANIELLE";"DANIELS";"DANIELLE.DANIELS@sakilacustomer.org";1;"2006-02-14 22:04:36";"781 Shimonoseki Drive";"Michoacn de Ocampo";"Hidalgo";"Mexico";"95444";"632316273199"
750;151;"MEGAN";"PALMER";"MEGAN.PALMER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1560 Jelets Boulevard";"Shandong";"Laiwu";"China";"77777";"189446090264"
751;152;"ALICIA";"MILLS";"ALICIA.MILLS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1963 Moscow Place";"Assam";"Nagaon";"India";"64863";"761379480249"
752;153;"SUZANNE";"NICHOLS";"SUZANNE.NICHOLS@sakilacustomer.org";1;"2006-02-14 22:04:36";"456 Escobar Way";"Jakarta Raya";"Jakarta";"Indonesia";"36061";"719202533520"
753;154;"MICHELE";"GRANT";"MICHELE.GRANT@sakilacustomer.org";1;"2006-02-14 22:04:36";"798 Cianjur Avenue";"Shanxi";"Yuncheng";"China";"76990";"499408708580"
754;155;"GAIL";"KNIGHT";"GAIL.KNIGHT@sakilacustomer.org";1;"2006-02-14 22:04:36";"185 Novi Sad Place";"Bern";"Bern";"Switzerland";"41778";"904253967161"
755;156;"BERTHA";"FERGUSON";"BERTHA.FERGUSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1367 Yantai Manor";"Ondo & Ekiti";"Ondo";"Nigeria";"21294";"889538496300"
756;157;"DARLENE";"ROSE";"DARLENE.ROSE@sakilacustomer.org";1;"2006-02-14 22:04:36";"1386 Nakhon Sawan Boulevard";"Pyongyang-si";"Pyongyang";"North Korea";"53502";"368899174225"
757;158;"VERONICA";"STONE";"VERONICA.STONE@sakilacustomer.org";1;"2006-02-14 22:04:36";"369 Papeete Way";"North Carolina";"Greensboro";"United States";"66639";"170117068815"
758;159;"JILL";"HAWKINS";"JILL.HAWKINS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1440 Compton Place";"North Austria";"Linz";"Austria";"81037";"931059836497"
759;160;"ERIN";"DUNN";"ERIN.DUNN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1623 Baha Blanca Manor";"Moskova";"Ljubertsy";"Russian Federation";"81511";"149981248346"
760;161;"GERALDINE";"PERKINS";"GERALDINE.PERKINS@sakilacustomer.org";1;"2006-02-14 22:04:36";"97 Shimoga Avenue";"Tel Aviv";"Tel Aviv-Jaffa";"Israel";"44660";"177167004331"
761;162;"LAUREN";"HUDSON";"LAUREN.HUDSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1740 Le Mans Loop";"Pays de la Loire";"Le Mans";"France";"22853";"168476538960"
762;163;"CATHY";"SPENCER";"CATHY.SPENCER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1287 Xiangfan Boulevard";"Gifu";"Kakamigahara";"Japan";"57844";"819416131190"
763;164;"JOANN";"GARDNER";"JOANN.GARDNER@sakilacustomer.org";1;"2006-02-14 22:04:36";"842 Salzburg Lane";"Adana";"Tarsus";"Turkey";"3313";"697151428760"
764;165;"LORRAINE";"STEPHENS";"LORRAINE.STEPHENS@sakilacustomer.org";1;"2006-02-14 22:04:36";"154 Tallahassee Loop";"Xinxiang";"Hami";"China";"62250";"935508855935"
765;166;"LYNN";"PAYNE";"LYNN.PAYNE@sakilacustomer.org";1;"2006-02-14 22:04:36";"710 San Felipe del Progreso Avenue";"Lilongwe";"Lilongwe";"Malawi";"76901";"843801144113"
766;167;"SALLY";"PIERCE";"SALLY.PIERCE@sakilacustomer.org";1;"2006-02-14 22:04:36";"1540 Wroclaw Drive";"Maharashtra";"Chandrapur";"India";"62686";"182363341674"
767;168;"REGINA";"BERRY";"REGINA.BERRY@sakilacustomer.org";1;"2006-02-14 22:04:36";"475 Atinsk Way";"Gansu";"Jinchang";"China";"59571";"201705577290"
768;169;"ERICA";"MATTHEWS";"ERICA.MATTHEWS@sakilacustomer.org";0;"2006-02-14 22:04:36";"1294 Firozabad Drive";"Jiangxi";"Pingxiang";"China";"70618";"161801569569"
769;170;"BEATRICE";"ARNOLD";"BEATRICE.ARNOLD@sakilacustomer.org";1;"2006-02-14 22:04:36";"1877 Ezhou Lane";"Rajasthan";"Udaipur";"India";"63337";"264541743403"
770;171;"DOLORES";"WAGNER";"DOLORES.WAGNER@sakilacustomer.org";1;"2006-02-14 22:04:36";"316 Uruapan Street";"Perak";"Ipoh";"Malaysia";"58194";"275788967899"
771;172;"BERNICE";"WILLIS";"BERNICE.WILLIS@sakilacustomer.org";1;"2006-02-14 22:04:36";"29 Pyongyang Loop";"Batman";"Batman";"Turkey";"47753";"734780743462"
772;173;"AUDREY";"RAY";"AUDREY.RAY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1010 Klerksdorp Way";"Steiermark";"Graz";"Austria";"6802";"493008546874"
773;174;"YVONNE";"WATKINS";"YVONNE.WATKINS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1848 Salala Boulevard";"Miranda";"Ocumare del Tuy";"Venezuela";"25220";"48265851133"
774;175;"ANNETTE";"OLSON";"ANNETTE.OLSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"431 Xiangtan Avenue";"Kerala";"Allappuzha (Alleppey)";"India";"4854";"230250973122"
775;176;"JUNE";"CARROLL";"JUNE.CARROLL@sakilacustomer.org";1;"2006-02-14 22:04:36";"757 Rustenburg Avenue";"Skikda";"Skikda";"Algeria";"89668";"506134035434"
776;177;"SAMANTHA";"DUNCAN";"SAMANTHA.DUNCAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"146 Johannesburg Way";"Tamaulipas";"Matamoros";"Mexico";"54132";"953689007081"
777;178;"MARION";"SNYDER";"MARION.SNYDER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1891 Rizhao Boulevard";"So Paulo";"Santa Brbara dOeste";"Brazil";"47288";"391065549876"
778;179;"DANA";"HART";"DANA.HART@sakilacustomer.org";1;"2006-02-14 22:04:36";"1089 Iwatsuki Avenue";"Kirov";"Kirovo-Tepetsk";"Russian Federation";"35109";"866092335135"
779;180;"STACY";"CUNNINGHAM";"STACY.CUNNINGHAM@sakilacustomer.org";1;"2006-02-14 22:04:36";"1410 Benin City Parkway";"Risaralda";"Pereira";"Colombia";"29747";"104150372603"
780;181;"ANA";"BRADLEY";"ANA.BRADLEY@sakilacustomer.org";1;"2006-02-14 22:04:36";"682 Garden Grove Place";"Tennessee";"Memphis";"United States";"67497";"72136330362"
781;182;"RENEE";"LANE";"RENEE.LANE@sakilacustomer.org";1;"2006-02-14 22:04:36";"533 al-Ayn Boulevard";"California";"Compton";"United States";"8862";"662227486184"
782;183;"IDA";"ANDREWS";"IDA.ANDREWS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1839 Szkesfehrvr Parkway";"Gois";"Luzinia";"Brazil";"55709";"947468818183"
783;184;"VIVIAN";"RUIZ";"VIVIAN.RUIZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"741 Ambattur Manor";"Noord-Brabant";"s-Hertogenbosch";"Netherlands";"43310";"302590383819"
784;185;"ROBERTA";"HARPER";"ROBERTA.HARPER@sakilacustomer.org";1;"2006-02-14 22:04:36";"927 Barcelona Street";"Chaharmahal va Bakht";"Shahr-e Kord";"Iran";"65121";"951486492670"
785;186;"HOLLY";"FOX";"HOLLY.FOX@sakilacustomer.org";1;"2006-02-14 22:04:36";"435 0 Way";"West Bengali";"Haldia";"India";"74750";"760171523969"
786;187;"BRITTANY";"RILEY";"BRITTANY.RILEY@sakilacustomer.org";1;"2006-02-14 22:04:36";"140 Chiayi Parkway";"Sumy";"Sumy";"Ukraine";"38982";"855863906434"
787;188;"MELANIE";"ARMSTRONG";"MELANIE.ARMSTRONG@sakilacustomer.org";1;"2006-02-14 22:04:36";"1166 Changhwa Street";"Caraga";"Bayugan";"Philippines";"58852";"650752094490"
788;189;"LORETTA";"CARPENTER";"LORETTA.CARPENTER@sakilacustomer.org";1;"2006-02-14 22:04:36";"891 Novi Sad Manor";"Ontario";"Oshawa";"Canada";"5379";"247646995453"
789;190;"YOLANDA";"WEAVER";"YOLANDA.WEAVER@sakilacustomer.org";1;"2006-02-14 22:04:36";"605 Rio Claro Parkway";"Tabora";"Tabora";"Tanzania";"49348";"352469351088"
790;191;"JEANETTE";"GREENE";"JEANETTE.GREENE@sakilacustomer.org";1;"2006-02-14 22:04:36";"1077 San Felipe de Puerto Plata Place";"Rostov-na-Donu";"Novoterkassk";"Russian Federation";"65387";"812824036424"
791;192;"LAURIE";"LAWRENCE";"LAURIE.LAWRENCE@sakilacustomer.org";1;"2006-02-14 22:04:36";"9 San Miguel de Tucumn Manor";"Uttar Pradesh";"Firozabad";"India";"90845";"956188728558"
792;193;"KATIE";"ELLIOTT";"KATIE.ELLIOTT@sakilacustomer.org";1;"2006-02-14 22:04:36";"447 Surakarta Loop";"Nyanza";"Kisumu";"Kenya";"10428";"940830176580"
793;194;"KRISTEN";"CHAVEZ";"KRISTEN.CHAVEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"345 Oshawa Boulevard";"Tokyo-to";"Hino";"Japan";"32114";"104491201771"
794;195;"VANESSA";"SIMS";"VANESSA.SIMS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1792 Valle de la Pascua Place";"Nordrhein-Westfalen";"Siegen";"Germany";"15540";"419419591240"
795;196;"ALMA";"AUSTIN";"ALMA.AUSTIN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1074 Binzhou Manor";"Baden-Wrttemberg";"Mannheim";"Germany";"36490";"331132568928"
796;197;"SUE";"PETERS";"SUE.PETERS@sakilacustomer.org";1;"2006-02-14 22:04:36";"817 Bradford Loop";"Jiangsu";"Changzhou";"China";"89459";"264286442804"
797;198;"ELSIE";"KELLEY";"ELSIE.KELLEY@sakilacustomer.org";1;"2006-02-14 22:04:36";"955 Bamenda Way";"Ondo & Ekiti";"Ikerre";"Nigeria";"1545";"768481779568"
798;199;"BETH";"FRANKLIN";"BETH.FRANKLIN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1149 A Corua (La Corua) Boulevard";"Haiphong";"Haiphong";"Vietnam";"95824";"470884141195"
799;200;"JEANNE";"LAWSON";"JEANNE.LAWSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"387 Mwene-Ditu Drive";"Ahal";"Ashgabat";"Turkmenistan";"8073";"764477681869"
800;201;"VICKI";"FIELDS";"VICKI.FIELDS@sakilacustomer.org";1;"2006-02-14 22:04:36";"68 Molodetno Manor";"Nordrhein-Westfalen";"Witten";"Germany";"4662";"146640639760"
801;202;"CARLA";"GUTIERREZ";"CARLA.GUTIERREZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"642 Nador Drive";"Maharashtra";"Bhusawal";"India";"3924";"369050085652"
802;203;"TARA";"RYAN";"TARA.RYAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1688 Nador Lane";"Sulawesi Utara";"Gorontalo";"Indonesia";"61613";"652218196731"
803;204;"ROSEMARY";"SCHMIDT";"ROSEMARY.SCHMIDT@sakilacustomer.org";1;"2006-02-14 22:04:36";"1215 Pyongyang Parkway";"Usak";"Usak";"Turkey";"25238";"646237101779"
804;205;"EILEEN";"CARR";"EILEEN.CARR@sakilacustomer.org";1;"2006-02-14 22:04:36";"1679 Antofagasta Street";"Alto Paran";"Ciudad del Este";"Paraguay";"86599";"905903574913"
805;206;"TERRI";"VASQUEZ";"TERRI.VASQUEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"1304 s-Hertogenbosch Way";"Santa Catarina";"Blumenau";"Brazil";"10925";"90336226227"
806;207;"GERTRUDE";"CASTILLO";"GERTRUDE.CASTILLO@sakilacustomer.org";1;"2006-02-14 22:04:36";"850 Salala Loop";"Kitaa";"Nuuk";"Greenland";"10800";"403404780639"
807;208;"LUCY";"WHEELER";"LUCY.WHEELER@sakilacustomer.org";1;"2006-02-14 22:04:36";"624 Oshawa Boulevard";"West Bengali";"Balurghat";"India";"89959";"49677664184"
808;209;"TONYA";"CHAPMAN";"TONYA.CHAPMAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"43 Dadu Avenue";"Rajasthan";"Bhilwara";"India";"4855";"95666951770"
809;210;"ELLA";"OLIVER";"ELLA.OLIVER@sakilacustomer.org";1;"2006-02-14 22:04:36";"751 Lima Loop";"Aden";"Aden";"Yemen";"99405";"756460337785"
810;211;"STACEY";"MONTGOMERY";"STACEY.MONTGOMERY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1333 Haldia Street";"Jilin";"Fuyu";"China";"82161";"408304391718"
811;212;"WILMA";"RICHARDS";"WILMA.RICHARDS@sakilacustomer.org";1;"2006-02-14 22:04:36";"660 Jedda Boulevard";"Washington";"Bellevue";"United States";"25053";"168758068397"
812;213;"GINA";"WILLIAMSON";"GINA.WILLIAMSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1001 Miyakonojo Lane";"Taizz";"Taizz";"Yemen";"67924";"584316724815"
813;214;"KRISTIN";"JOHNSTON";"KRISTIN.JOHNSTON@sakilacustomer.org";1;"2006-02-14 22:04:36";"226 Brest Manor";"California";"Sunnyvale";"United States";"2299";"785881412500"
814;215;"JESSIE";"BANKS";"JESSIE.BANKS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1229 Valencia Parkway";"Haskovo";"Stara Zagora";"Bulgaria";"99124";"352679173732"
815;216;"NATALIE";"MEYER";"NATALIE.MEYER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1201 Qomsheh Manor";"Gois";"Aparecida de Goinia";"Brazil";"21464";"873492228462"
816;217;"AGNES";"BISHOP";"AGNES.BISHOP@sakilacustomer.org";1;"2006-02-14 22:04:36";"866 Shivapuri Manor";"Uttar Pradesh";"Sambhal";"India";"22474";"778502731092"
817;218;"VERA";"MCCOY";"VERA.MCCOY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1168 Najafabad Parkway";"Kabol";"Kabul";"Afghanistan";"40301";"886649065861"
818;219;"WILLIE";"HOWELL";"WILLIE.HOWELL@sakilacustomer.org";1;"2006-02-14 22:04:36";"1244 Allappuzha (Alleppey) Place";"Buenos Aires";"Vicente Lpez";"Argentina";"20657";"991802825778"
819;220;"CHARLENE";"ALVAREZ";"CHARLENE.ALVAREZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"1842 Luzinia Boulevard";"Zanzibar West";"Zanzibar";"Tanzania";"94420";"706878974831"
820;221;"BESSIE";"MORRISON";"BESSIE.MORRISON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1926 Gingoog Street";"Sisilia";"Syrakusa";"Italy";"22824";"469738825391"
821;222;"DELORES";"HANSEN";"DELORES.HANSEN@sakilacustomer.org";1;"2006-02-14 22:04:36";"810 Palghat (Palakkad) Boulevard";"Jaroslavl";"Jaroslavl";"Russian Federation";"73431";"516331171356"
822;223;"MELINDA";"FERNANDEZ";"MELINDA.FERNANDEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"1820 Maring Parkway";"Punjab";"Mandi Bahauddin";"Pakistan";"88307";"99760893676"
823;224;"PEARL";"GARZA";"PEARL.GARZA@sakilacustomer.org";1;"2006-02-14 22:04:36";"60 Poos de Caldas Street";"Rajasthan";"Jodhpur";"India";"82338";"963063788669"
824;225;"ARLENE";"HARVEY";"ARLENE.HARVEY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1014 Loja Manor";"Tamil Nadu";"Ambattur";"India";"66851";"460795526514"
825;226;"MAUREEN";"LITTLE";"MAUREEN.LITTLE@sakilacustomer.org";1;"2006-02-14 22:04:36";"201 Effon-Alaiye Way";"Asuncin";"Asuncin";"Paraguay";"64344";"684192903087"
826;227;"COLLEEN";"BURTON";"COLLEEN.BURTON@sakilacustomer.org";1;"2006-02-14 22:04:36";"430 Alessandria Loop";"Saarland";"Saarbrcken";"Germany";"47446";"669828224459"
827;228;"ALLISON";"STANLEY";"ALLISON.STANLEY@sakilacustomer.org";1;"2006-02-14 22:04:36";"754 Valencia Place";"Phnom Penh";"Phnom Penh";"Cambodia";"87911";"594319417514"
828;229;"TAMARA";"NGUYEN";"TAMARA.NGUYEN@sakilacustomer.org";1;"2006-02-14 22:04:36";"356 Olomouc Manor";"Gois";"Anpolis";"Brazil";"93323";"22326410776"
829;230;"JOY";"GEORGE";"JOY.GEORGE@sakilacustomer.org";1;"2006-02-14 22:04:36";"1256 Bislig Boulevard";"Botosani";"Botosani";"Romania";"50598";"479007229460"
830;231;"GEORGIA";"JACOBS";"GEORGIA.JACOBS@sakilacustomer.org";1;"2006-02-14 22:04:36";"954 Kimchon Place";"West Bengali";"Uttarpara-Kotrung";"India";"42420";"541327526474"
831;232;"CONSTANCE";"REID";"CONSTANCE.REID@sakilacustomer.org";1;"2006-02-14 22:04:36";"885 Yingkou Manor";"Kaduna";"Zaria";"Nigeria";"31390";"588964509072"
832;233;"LILLIE";"KIM";"LILLIE.KIM@sakilacustomer.org";1;"2006-02-14 22:04:36";"1736 Cavite Place";"Qina";"Idfu";"Egypt";"98775";"431770603551"
833;234;"CLAUDIA";"FULLER";"CLAUDIA.FULLER@sakilacustomer.org";1;"2006-02-14 22:04:36";"346 Skikda Parkway";"Hawalli";"Jalib al-Shuyukh";"Kuwait";"90628";"630424482919"
834;235;"JACKIE";"LYNCH";"JACKIE.LYNCH@sakilacustomer.org";1;"2006-02-14 22:04:36";"98 Stara Zagora Boulevard";"Valle";"Buenaventura";"Colombia";"76448";"610173756082"
835;236;"MARCIA";"DEAN";"MARCIA.DEAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1479 Rustenburg Boulevard";"Southern Tagalog";"Tanza";"Philippines";"18727";"727785483194"
836;237;"TANYA";"GILBERT";"TANYA.GILBERT@sakilacustomer.org";1;"2006-02-14 22:04:36";"647 A Corua (La Corua) Street";"Chollanam";"Naju";"South Korea";"36971";"792557457753"
837;238;"NELLIE";"GARRETT";"NELLIE.GARRETT@sakilacustomer.org";1;"2006-02-14 22:04:36";"1964 Gijn Manor";"Karnataka";"Shimoga";"India";"14408";"918119601885"
838;239;"MINNIE";"ROMERO";"MINNIE.ROMERO@sakilacustomer.org";1;"2006-02-14 22:04:36";"47 Syktyvkar Lane";"West Java";"Ciomas";"Indonesia";"22236";"63937119031"
839;240;"MARLENE";"WELCH";"MARLENE.WELCH@sakilacustomer.org";1;"2006-02-14 22:04:36";"1148 Saarbrcken Parkway";"Fukushima";"Iwaki";"Japan";"1921";"137773001988"
840;241;"HEIDI";"LARSON";"HEIDI.LARSON@sakilacustomer.org";0;"2006-02-14 22:04:36";"1103 Bilbays Parkway";"Hubei";"Xiangfan";"China";"87660";"279979529227"
841;242;"GLENDA";"FRAZIER";"GLENDA.FRAZIER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1246 Boksburg Parkway";"Hebei";"Qinhuangdao";"China";"28349";"890283544295"
842;243;"LYDIA";"BURKE";"LYDIA.BURKE@sakilacustomer.org";1;"2006-02-14 22:04:36";"1483 Pathankot Street";"Tucumn";"San Miguel de Tucumn";"Argentina";"37288";"686015532180"
843;244;"VIOLA";"HANSON";"VIOLA.HANSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"582 Papeete Loop";"Central Visayas";"Lapu-Lapu";"Philippines";"27722";"569868543137"
844;245;"COURTNEY";"DAY";"COURTNEY.DAY@sakilacustomer.org";1;"2006-02-14 22:04:36";"300 Junan Street";"Kyonggi";"Uijongbu";"South Korea";"81314";"890289150158"
845;246;"MARIAN";"MENDOZA";"MARIAN.MENDOZA@sakilacustomer.org";1;"2006-02-14 22:04:36";"829 Grand Prairie Way";"Paran";"Maring";"Brazil";"6461";"741070712873"
846;247;"STELLA";"MORENO";"STELLA.MORENO@sakilacustomer.org";1;"2006-02-14 22:04:36";"1473 Changhwa Parkway";"Mxico";"Coacalco de Berriozbal";"Mexico";"75933";"266798132374"
847;248;"CAROLINE";"BOWMAN";"CAROLINE.BOWMAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1309 Weifang Street";"Florida";"Tallahassee";"United States";"57338";"435785045362"
848;249;"DORA";"MEDINA";"DORA.MEDINA@sakilacustomer.org";1;"2006-02-14 22:04:36";"1760 Oshawa Manor";"Tianjin";"Tianjin";"China";"38140";"56257502250"
849;250;"JO";"FOWLER";"JO.FOWLER@sakilacustomer.org";1;"2006-02-14 22:04:36";"786 Stara Zagora Way";"Oyo & Osun";"Oyo";"Nigeria";"98332";"716256596301"
850;251;"VICKIE";"BREWER";"VICKIE.BREWER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1966 Tonghae Street";"Anhalt Sachsen";"Halle/Saale";"Germany";"36481";"567359279425"
851;252;"MATTIE";"HOFFMAN";"MATTIE.HOFFMAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1497 Yuzhou Drive";"England";"London";"United Kingdom";"3433";"246810237916"
852;253;"TERRY";"CARLSON";"TERRY.CARLSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"752 Ondo Loop";"Miyazaki";"Miyakonojo";"Japan";"32474";"134673576619"
853;254;"MAXINE";"SILVA";"MAXINE.SILVA@sakilacustomer.org";1;"2006-02-14 22:04:36";"1338 Zalantun Lane";"Minas Gerais";"Poos de Caldas";"Brazil";"45403";"840522972766"
854;255;"IRMA";"PEARSON";"IRMA.PEARSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"127 Iwakuni Boulevard";"Central Luzon";"Hagonoy";"Philippines";"20777";"987442542471"
855;256;"MABEL";"HOLLAND";"MABEL.HOLLAND@sakilacustomer.org";1;"2006-02-14 22:04:36";"51 Laredo Avenue";"Sagaing";"Monywa";"Myanmar";"68146";"884536620568"
856;257;"MARSHA";"DOUGLAS";"MARSHA.DOUGLAS@sakilacustomer.org";1;"2006-02-14 22:04:36";"771 Yaound Manor";"Sofala";"Beira";"Mozambique";"86768";"245477603573"
857;258;"MYRTLE";"FLEMING";"MYRTLE.FLEMING@sakilacustomer.org";1;"2006-02-14 22:04:36";"532 Toulon Street";"Santiago";"Santiago de los Caballeros";"Dominican Republic";"69517";"46871694740"
858;259;"LENA";"JENSEN";"LENA.JENSEN@sakilacustomer.org";1;"2006-02-14 22:04:36";"1027 Banjul Place";"West Bengali";"Halisahar";"India";"50390";"538241037443"
859;260;"CHRISTY";"VARGAS";"CHRISTY.VARGAS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1158 Mandi Bahauddin Parkway";"Shanxi";"Datong";"China";"98484";"276555730211"
860;261;"DEANNA";"BYRD";"DEANNA.BYRD@sakilacustomer.org";1;"2006-02-14 22:04:36";"862 Xintai Lane";"Cagayan Valley";"Tuguegarao";"Philippines";"30065";"265153400632"
861;262;"PATSY";"DAVIDSON";"PATSY.DAVIDSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"816 Cayenne Parkway";"Manab";"Portoviejo";"Ecuador";"93629";"282874611748"
862;263;"HILDA";"HOPKINS";"HILDA.HOPKINS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1831 Nam Dinh Loop";"National Capital Reg";"Mandaluyong";"Philippines";"51990";"322888976727"
863;264;"GWENDOLYN";"MAY";"GWENDOLYN.MAY@sakilacustomer.org";1;"2006-02-14 22:04:36";"446 Kirovo-Tepetsk Lane";"Osaka";"Higashiosaka";"Japan";"19428";"303967439816"
864;265;"JENNIE";"TERRY";"JENNIE.TERRY@sakilacustomer.org";1;"2006-02-14 22:04:36";"682 Halisahar Place";"Severn Morava";"Olomouc";"Czech Republic";"20536";"475553436330"
865;266;"NORA";"HERRERA";"NORA.HERRERA@sakilacustomer.org";1;"2006-02-14 22:04:36";"1587 Loja Manor";"Salzburg";"Salzburg";"Austria";"5410";"621625204422"
866;267;"MARGIE";"WADE";"MARGIE.WADE@sakilacustomer.org";1;"2006-02-14 22:04:36";"1762 Paarl Parkway";"Hunan";"Lengshuijiang";"China";"53928";"192459639410"
867;268;"NINA";"SOTO";"NINA.SOTO@sakilacustomer.org";1;"2006-02-14 22:04:36";"1519 Ilorin Place";"Kerala";"Palghat (Palakkad)";"India";"49298";"357445645426"
868;269;"CASSANDRA";"WALTERS";"CASSANDRA.WALTERS@sakilacustomer.org";1;"2006-02-14 22:04:36";"920 Kumbakonam Loop";"California";"Salinas";"United States";"75090";"685010736240"
869;270;"LEAH";"CURTIS";"LEAH.CURTIS@sakilacustomer.org";1;"2006-02-14 22:04:36";"906 Goinia Way";"Wielkopolskie";"Kalisz";"Poland";"83565";"701767622697"
870;271;"PENNY";"NEAL";"PENNY.NEAL@sakilacustomer.org";0;"2006-02-14 22:04:36";"1675 Xiangfan Manor";"Tamil Nadu";"Kumbakonam";"India";"11763";"271149517630"
871;272;"KAY";"CALDWELL";"KAY.CALDWELL@sakilacustomer.org";1;"2006-02-14 22:04:37";"85 San Felipe de Puerto Plata Drive";"Shandong";"Yantai";"China";"46063";"170739645687"
872;273;"PRISCILLA";"LOWE";"PRISCILLA.LOWE@sakilacustomer.org";1;"2006-02-14 22:04:37";"144 South Hill Loop";"Guanajuato";"Salamanca";"Mexico";"2012";"45387294817"
873;274;"NAOMI";"JENNINGS";"NAOMI.JENNINGS@sakilacustomer.org";1;"2006-02-14 22:04:37";"1884 Shikarpur Avenue";"Haryana";"Karnal";"India";"85548";"959949395183"
